id,createdAt,updatedAt,taxon,referencia,categoria_agrobiodiversidad,subcategoria_agrobiodiversidad,justificacion_subcategoria,comentarios_revision
9264ANGIO,2022-03-03 21:18:02.986+00,2022-03-03 21:18:02.986+00,Opuntia phaeacantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9267ANGIO,2022-03-03 21:18:02.991+00,2022-03-03 21:18:02.991+00,Opuntia pilifera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9279ANGIO,2022-03-03 21:18:02.996+00,2022-03-03 21:18:02.996+00,Opuntia pubescens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9282ANGIO,2022-03-03 21:18:03.014+00,2022-03-03 21:18:03.014+00,Opuntia pycnantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9284ANGIO,2022-03-03 21:18:03.021+00,2022-03-03 21:18:03.021+00,Opuntia rastrera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9287ANGIO,2022-03-03 21:18:03.025+00,2022-03-03 21:18:03.025+00,Opuntia rileyi,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9289ANGIO,2022-03-03 21:18:03.029+00,2022-03-03 21:18:03.029+00,Opuntia robusta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9315ANGIO,2022-03-03 21:18:03.035+00,2022-03-03 21:18:03.035+00,Opuntia spinulifera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9316ANGIO,2022-03-03 21:18:03.039+00,2022-03-03 21:18:03.039+00,Opuntia stenopetala,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9318ANGIO,2022-03-03 21:18:03.043+00,2022-03-03 21:18:03.043+00,Opuntia streptacantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9319ANGIO,2022-03-03 21:18:03.047+00,2022-03-03 21:18:03.047+00,Opuntia stricta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9322ANGIO,2022-03-03 21:18:03.051+00,2022-03-03 21:18:03.051+00,Opuntia tapona,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9327ANGIO,2022-03-03 21:18:03.055+00,2022-03-03 21:18:03.055+00,Opuntia tomentosa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9334ANGIO,2022-03-03 21:18:03.059+00,2022-03-03 21:18:03.059+00,Opuntia velutina,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
9342ANGIO,2022-03-03 21:18:03.063+00,2022-03-03 21:18:03.063+00,Opuntia wilcoxii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10305ANGIO,2022-03-03 21:18:03.066+00,2022-03-03 21:18:03.066+00,Opuntia arenaria,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10308ANGIO,2022-03-03 21:18:03.07+00,2022-03-03 21:18:03.07+00,Opuntia basilaris,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10328ANGIO,2022-03-03 21:18:03.074+00,2022-03-03 21:18:03.074+00,Opuntia chlorotica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10346ANGIO,2022-03-03 21:18:03.078+00,2022-03-03 21:18:03.078+00,Opuntia elizondoana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10361ANGIO,2022-03-03 21:18:03.087+00,2022-03-03 21:18:03.087+00,Opuntia guilanchi,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10366ANGIO,2022-03-03 21:18:03.091+00,2022-03-03 21:18:03.091+00,Opuntia hitchcockii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10371ANGIO,2022-03-03 21:18:03.097+00,2022-03-03 21:18:03.097+00,Opuntia inaperta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10378ANGIO,2022-03-03 21:18:03.101+00,2022-03-03 21:18:03.101+00,Opuntia littoralis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10383ANGIO,2022-03-03 21:18:03.104+00,2022-03-03 21:18:03.104+00,Opuntia macrorhiza,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10397ANGIO,2022-03-03 21:18:03.108+00,2022-03-03 21:18:03.108+00,Opuntia neochrysacantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10404ANGIO,2022-03-03 21:18:03.111+00,2022-03-03 21:18:03.111+00,Opuntia parviclada,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10407ANGIO,2022-03-03 21:18:03.115+00,2022-03-03 21:18:03.115+00,Opuntia polyacantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10417ANGIO,2022-03-03 21:18:03.118+00,2022-03-03 21:18:03.118+00,Opuntia robinsonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10425ANGIO,2022-03-03 21:18:03.122+00,2022-03-03 21:18:03.122+00,Opuntia spraguei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10429ANGIO,2022-03-03 21:18:03.126+00,2022-03-03 21:18:03.126+00,Opuntia tehuacana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10430ANGIO,2022-03-03 21:18:03.13+00,2022-03-03 21:18:03.13+00,Opuntia tehuantepecana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10647ANGIO,2022-03-03 21:18:03.135+00,2022-03-03 21:18:03.135+00,Opuntia cochinera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
10651ANGIO,2022-03-03 21:18:03.139+00,2022-03-03 21:18:03.139+00,Opuntia zamudioi,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
12659ANGIO,2022-03-03 21:18:03.143+00,2022-03-03 21:18:03.143+00,Manihot esculenta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
12736ANGIO,2022-03-03 21:18:03.146+00,2022-03-03 21:18:03.146+00,Manihot aesculifolia,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
12741ANGIO,2022-03-03 21:18:03.149+00,2022-03-03 21:18:03.149+00,Manihot angustiloba,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12743ANGIO,2022-03-03 21:18:03.152+00,2022-03-03 21:18:03.152+00,Manihot auriculata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12744ANGIO,2022-03-03 21:18:03.155+00,2022-03-03 21:18:03.155+00,Manihot caudata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12745ANGIO,2022-03-03 21:18:03.158+00,2022-03-03 21:18:03.158+00,Manihot chlorosticta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12748ANGIO,2022-03-03 21:18:03.161+00,2022-03-03 21:18:03.161+00,Manihot crassisepala,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12749ANGIO,2022-03-03 21:18:03.165+00,2022-03-03 21:18:03.165+00,Manihot davisiae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12772ANGIO,2022-03-03 21:18:03.167+00,2022-03-03 21:18:03.167+00,Manihot foetida,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12774ANGIO,2022-03-03 21:18:03.17+00,2022-03-03 21:18:03.17+00,Manihot michaelis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12775ANGIO,2022-03-03 21:18:03.173+00,2022-03-03 21:18:03.173+00,Manihot oaxacana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12776ANGIO,2022-03-03 21:18:03.176+00,2022-03-03 21:18:03.176+00,Manihot pauciflora,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12778ANGIO,2022-03-03 21:18:03.178+00,2022-03-03 21:18:03.178+00,Manihot pringlei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12779ANGIO,2022-03-03 21:18:03.181+00,2022-03-03 21:18:03.181+00,Manihot rhomboidea,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12784ANGIO,2022-03-03 21:18:03.186+00,2022-03-03 21:18:03.186+00,Manihot rubricaulis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12786ANGIO,2022-03-03 21:18:03.189+00,2022-03-03 21:18:03.189+00,Manihot tomatophylla,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
12787ANGIO,2022-03-03 21:18:03.192+00,2022-03-03 21:18:03.192+00,Manihot walkerae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
26863ANGIO,2022-03-03 21:18:04.608+00,2022-03-03 21:18:04.608+00,Spondias purpurea,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
12854ANGIO,2022-03-03 21:18:03.195+00,2022-03-03 21:18:03.195+00,Cnidoscolus angustidens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13008ANGIO,2022-03-03 21:18:03.199+00,2022-03-03 21:18:03.199+00,Euphorbia bracteata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13027ANGIO,2022-03-03 21:18:03.201+00,2022-03-03 21:18:03.201+00,Euphorbia calcarata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13035ANGIO,2022-03-03 21:18:03.204+00,2022-03-03 21:18:03.204+00,Euphorbia coalcomanensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13037ANGIO,2022-03-03 21:18:03.208+00,2022-03-03 21:18:03.208+00,Euphorbia colligata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13041ANGIO,2022-03-03 21:18:03.211+00,2022-03-03 21:18:03.211+00,Euphorbia cymbifera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13046ANGIO,2022-03-03 21:18:03.214+00,2022-03-03 21:18:03.214+00,Euphorbia cyri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13049ANGIO,2022-03-03 21:18:03.217+00,2022-03-03 21:18:03.217+00,Euphorbia diazlunana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13051ANGIO,2022-03-03 21:18:03.22+00,2022-03-03 21:18:03.22+00,Euphorbia dressleri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13053ANGIO,2022-03-03 21:18:03.224+00,2022-03-03 21:18:03.224+00,Euphorbia finkii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13056ANGIO,2022-03-03 21:18:03.227+00,2022-03-03 21:18:03.227+00,Euphorbia lomelii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13061ANGIO,2022-03-03 21:18:03.229+00,2022-03-03 21:18:03.229+00,Euphorbia peritropoides,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13065ANGIO,2022-03-03 21:18:03.232+00,2022-03-03 21:18:03.232+00,Euphorbia personata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13069ANGIO,2022-03-03 21:18:03.235+00,2022-03-03 21:18:03.235+00,Euphorbia tehuacana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
13106ANGIO,2022-03-03 21:18:03.238+00,2022-03-03 21:18:03.238+00,Euphorbia antisyphilitica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
