id,createdAt,updatedAt,taxon,estatus,id_valido,taxon_valido,referencia,categoria_agrobiodiversidad,es_parientesilvestre,es_domesticado,es_quelite,comentarios_revision,usuario
120_pendiente,2023-02-20 04:59:44.641+00,2023-02-20 04:59:44.641+00,Nicotiana trigonophylla ipomopsiflora,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
121_pendiente,2023-02-20 04:59:44.719+00,2023-02-20 04:59:44.719+00,Physalis viscosa cinerascens,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
122_pendiente,2023-02-20 04:59:44.804+00,2023-02-20 04:59:44.804+00,Physalis neomexicana,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12346HYMEN,2023-02-20 04:59:44.882+00,2023-02-20 04:59:44.882+00,Bombus,Aceptado/Válido,12346HYMEN,Bombus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
12370MOLUS,2023-02-20 04:59:44.955+00,2023-02-20 04:59:44.955+00,Bostrycapulus aculeatus,Aceptado/Válido,12370MOLUS,Bostrycapulus aculeatus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
123_pendiente,2023-02-20 04:59:45.027+00,2023-02-20 04:59:45.027+00,Jaltomata umbellata,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
124_pendiente,2023-02-20 04:59:45.107+00,2023-02-20 04:59:45.107+00,Solanum argentinum,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12559ANGIO,2023-02-20 04:59:45.181+00,2023-02-20 04:59:45.181+00,Adelia barbinervis,Aceptado/Válido,12559ANGIO,Adelia barbinervis,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
12593MOLUS,2023-02-20 04:59:45.258+00,2023-02-20 04:59:45.258+00,Triplofusus giganteus,Aceptado/Válido,12593MOLUS,Triplofusus giganteus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
125_pendiente,2023-02-20 04:59:45.326+00,2023-02-20 04:59:45.326+00,Solanum asperolanatum,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12659ANGIO,2023-02-20 04:59:45.403+00,2023-02-20 04:59:45.403+00,Manihot esculenta,Aceptado/Válido,12659ANGIO,Manihot esculenta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1269LEPID,2023-02-20 04:59:45.486+00,2023-02-20 04:59:45.486+00,Amastus ochraceator,Aceptado/Válido,1269LEPID,Amastus ochraceator,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
126_pendiente,2023-02-20 04:59:45.58+00,2023-02-20 04:59:45.58+00,Solanum caripense,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12736ANGIO,2023-02-20 04:59:45.656+00,2023-02-20 04:59:45.656+00,Manihot aesculifolia,Aceptado/Válido,12736ANGIO,Manihot aesculifolia,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12741ANGIO,2023-02-20 04:59:45.755+00,2023-02-20 04:59:45.755+00,Manihot angustiloba,Aceptado/Válido,12741ANGIO,Manihot angustiloba,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12743ANGIO,2023-02-20 04:59:45.826+00,2023-02-20 04:59:45.826+00,Manihot auriculata,Aceptado/Válido,12743ANGIO,Manihot auriculata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12744ANGIO,2023-02-20 04:59:45.895+00,2023-02-20 04:59:45.895+00,Manihot caudata,Aceptado/Válido,12744ANGIO,Manihot caudata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12745ANGIO,2023-02-20 04:59:45.981+00,2023-02-20 04:59:45.981+00,Manihot chlorosticta,Aceptado/Válido,12745ANGIO,Manihot chlorosticta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12748ANGIO,2023-02-20 04:59:46.062+00,2023-02-20 04:59:46.062+00,Manihot crassisepala,Aceptado/Válido,12748ANGIO,Manihot crassisepala,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12749ANGIO,2023-02-20 04:59:46.142+00,2023-02-20 04:59:46.142+00,Manihot davisiae,Aceptado/Válido,12749ANGIO,Manihot davisiae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12772ANGIO,2023-02-20 04:59:46.222+00,2023-02-20 04:59:46.222+00,Manihot foetida,Aceptado/Válido,12772ANGIO,Manihot foetida,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12774ANGIO,2023-02-20 04:59:46.299+00,2023-02-20 04:59:46.299+00,Manihot michaelis,Aceptado/Válido,12774ANGIO,Manihot michaelis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12775ANGIO,2023-02-20 04:59:46.378+00,2023-02-20 04:59:46.378+00,Manihot oaxacana,Aceptado/Válido,12775ANGIO,Manihot oaxacana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12776ANGIO,2023-02-20 04:59:46.455+00,2023-02-20 04:59:46.455+00,Manihot pauciflora,Aceptado/Válido,12776ANGIO,Manihot pauciflora,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12778ANGIO,2023-02-20 04:59:46.531+00,2023-02-20 04:59:46.531+00,Manihot pringlei,Aceptado/Válido,12778ANGIO,Manihot pringlei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12779ANGIO,2023-02-20 04:59:46.606+00,2023-02-20 04:59:46.606+00,Manihot rhomboidea,Aceptado/Válido,12779ANGIO,Manihot rhomboidea,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12784ANGIO,2023-02-20 04:59:46.688+00,2023-02-20 04:59:46.688+00,Manihot rubricaulis,Aceptado/Válido,12784ANGIO,Manihot rubricaulis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12786ANGIO,2023-02-20 04:59:46.765+00,2023-02-20 04:59:46.765+00,Manihot tomatophylla,Aceptado/Válido,12786ANGIO,Manihot tomatophylla,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12787ANGIO,2023-02-20 04:59:46.842+00,2023-02-20 04:59:46.842+00,Manihot walkerae,Aceptado/Válido,12787ANGIO,Manihot walkerae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
127_pendiente,2023-02-20 04:59:46.918+00,2023-02-20 04:59:46.918+00,Solanum chenopodioides,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12854ANGIO,2023-02-20 04:59:47.006+00,2023-02-20 04:59:47.006+00,Cnidoscolus angustidens,Aceptado/Válido,12854ANGIO,Cnidoscolus angustidens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
128_pendiente,2023-02-20 04:59:47.089+00,2023-02-20 04:59:47.089+00,Solanum crotonifolium,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1290ECHIN,2023-02-20 04:59:47.168+00,2023-02-20 04:59:47.168+00,Ophidiaster alexandri,Aceptado/Válido,1290ECHIN,Ophidiaster alexandri,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
1295ECHIN,2023-02-20 04:59:47.245+00,2023-02-20 04:59:47.245+00,Ophionereis vittata,Aceptado/Válido,1295ECHIN,Ophionereis vittata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
12976ANGIO,2023-02-20 04:59:47.322+00,2023-02-20 04:59:47.322+00,Jatropha curcas,Aceptado/Válido,12976ANGIO,Jatropha curcas,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
129_pendiente,2023-02-20 04:59:47.396+00,2023-02-20 04:59:47.396+00,Solanum dulcamara,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
12_pendiente,2023-02-20 04:59:47.478+00,2023-02-20 04:59:47.478+00,Arachis pintoi,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13008ANGIO,2023-02-20 04:59:47.556+00,2023-02-20 04:59:47.556+00,Euphorbia bracteata,Aceptado/Válido,13008ANGIO,Euphorbia bracteata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13027ANGIO,2023-02-20 04:59:47.637+00,2023-02-20 04:59:47.637+00,Euphorbia calcarata,Aceptado/Válido,13027ANGIO,Euphorbia calcarata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13035ANGIO,2023-02-20 04:59:47.714+00,2023-02-20 04:59:47.714+00,Euphorbia coalcomanensis,Aceptado/Válido,13035ANGIO,Euphorbia coalcomanensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13037ANGIO,2023-02-20 04:59:47.799+00,2023-02-20 04:59:47.799+00,Euphorbia colligata,Aceptado/Válido,13037ANGIO,Euphorbia colligata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13041ANGIO,2023-02-20 04:59:47.88+00,2023-02-20 04:59:47.88+00,Euphorbia cymbifera,Aceptado/Válido,13041ANGIO,Euphorbia cymbifera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13046ANGIO,2023-02-20 04:59:47.957+00,2023-02-20 04:59:47.957+00,Euphorbia cyri,Aceptado/Válido,13046ANGIO,Euphorbia cyri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13049ANGIO,2023-02-20 04:59:48.037+00,2023-02-20 04:59:48.037+00,Euphorbia diazlunana,Aceptado/Válido,13049ANGIO,Euphorbia diazlunana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13051ANGIO,2023-02-20 04:59:48.111+00,2023-02-20 04:59:48.111+00,Euphorbia dressleri,Aceptado/Válido,13051ANGIO,Euphorbia dressleri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13053ANGIO,2023-02-20 04:59:48.191+00,2023-02-20 04:59:48.191+00,Euphorbia finkii,Aceptado/Válido,13053ANGIO,Euphorbia finkii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13056ANGIO,2023-02-20 04:59:48.268+00,2023-02-20 04:59:48.268+00,Euphorbia lomelii,Aceptado/Válido,13056ANGIO,Euphorbia lomelii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13061ANGIO,2023-02-20 04:59:48.349+00,2023-02-20 04:59:48.349+00,Euphorbia peritropoides,Aceptado/Válido,13061ANGIO,Euphorbia peritropoides,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13065ANGIO,2023-02-20 04:59:48.443+00,2023-02-20 04:59:48.443+00,Euphorbia personata,Aceptado/Válido,13065ANGIO,Euphorbia personata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13069ANGIO,2023-02-20 04:59:48.527+00,2023-02-20 04:59:48.527+00,Euphorbia tehuacana,Aceptado/Válido,13069ANGIO,Euphorbia tehuacana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1307LEPID,2023-02-20 04:59:48.602+00,2023-02-20 04:59:48.602+00,Elysius superba,Aceptado/Válido,1307LEPID,Elysius superba,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
130_pendiente,2023-02-20 04:59:48.677+00,2023-02-20 04:59:48.677+00,Solanum hayesii,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13106ANGIO,2023-02-20 04:59:48.765+00,2023-02-20 04:59:48.765+00,Euphorbia antisyphilitica,Aceptado/Válido,13106ANGIO,Euphorbia antisyphilitica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13109ANGIO,2023-02-20 04:59:48.843+00,2023-02-20 04:59:48.843+00,Euphorbia ariensis,Aceptado/Válido,13109ANGIO,Euphorbia ariensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13114ANGIO,2023-02-20 04:59:48.921+00,2023-02-20 04:59:48.921+00,Euphorbia armourii,Aceptado/Válido,13114ANGIO,Euphorbia armourii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13116ANGIO,2023-02-20 04:59:49+00,2023-02-20 04:59:49+00,Euphorbia arteagae,Aceptado/Válido,13116ANGIO,Euphorbia arteagae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
13117ANGIO,2023-02-20 04:59:49.084+00,2023-02-20 04:59:49.084+00,Euphorbia barnesii,Aceptado/Válido,13117ANGIO,Euphorbia barnesii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
